NBHD_NAME,pct_nhb,pct_hh_poverty,pct_hl,pct_less_hs_edu,pct_hh_snap,pct_under5,pct_65plus,pct_unemployed,pct_nhw,pct_no_insurance,alc_to_food,can_to_food,grocery_store_access,street_temp_pctile,transport_noise,tree_equity_score,pct_pre1980_housing,pm25,o3,pm10,no2,so2,co,life_exp,DEPRESSION,STROKE,CHD,SLEEP,CANCER,MHLTH,COPD,CASTHMA,COREM,CHECKUP,DIABETES,CSMOKING,GHLTH,HIGHCHOL,DENTAL,OBESITY,LPA,CERVICAL,BPHIGH,COREW,COLON_SCREEN,KIDNEY,ast_hosp,lbw_pct
Lincoln Park,11.363097776424004,22.764742613463294,40.9241242765763,12.404949741090466,21.14907097167225,6.47505330490405,9.605772159610114,6.1138135851355475,42.2721596101127,12.599177581480353,0.8,0.6,91.54173193,0.7274010989010989,55.611353616849385,71.14421972687153,46.214636003655194,8.359864738339404,30.698395722505488,29.32494740480468,22.276261856783385,0.6400114428032397,0.45880827876107655,74.2,25.036237408113262,2.3391233324258103,3.927525183773482,29.318812959433707,3.788401851347672,19.976803702695346,5.1028859243125515,11.001442962156275,38.49680365296803,60.15505036754696,8.05649332970324,17.395616662129047,19.201388510754153,27.343452218894637,54.171086305472365,24.55937925401579,22.101388510754152,77.1999642218247,22.023141845902533,35.031050228310505,NA,2.5014429621562755,87.28017374517376,14.079728070175438
Lowry Field,4.368027965819554,7.940872267228942,15.147364332482521,1.3894240372877593,2.510820108755965,3.2406281211852184,17.114904006214626,5.108411940961047,73.91874375762957,3.2574520031073133,4,0,57.28270042,0.5773733333333333,52.944351488365655,82.13109887323019,14.679791366108088,8.131698866847612,32.95685554467145,31.347760933560764,19.923531317908058,0.6663330229353428,0.3644441520378217,79.4,22.4,1.8000000000000003,3.1000000000000005,25.699999999999996,5.4,14.3,3.3999999999999995,9.7,54.5,63.60000000000001,4.8,10,9.4,26.6,72.7,19.5,12,86.5,19.9,46.2,NA,2,98.92644209265175,8.255973451327435
Mar Lee,0.7843717238280665,19.272862063801107,62.69095402126704,27.274269881683388,9.460401377864311,10.392713793619889,8.64653287404523,2.739246667665119,28.70035195447057,17.54618091957466,1.2,0.4,97.71234428,0.43827948717948717,52.57547745337853,88.65283263932028,91.59517747491388,8.135004536523303,34.428228,29.944020514684897,20.980284988983197,0.6478870050896207,0.4145755473000249,75.71315577668837,21.852485147080134,2.847514852919866,4.9425445587596,29.524851470801334,4.9701782350384,17.434792059121868,5.795029705839734,10.004970294160268,39.45902777777778,61.44532676423706,9.409940588320532,17.287277206202,22.2320098536444,31.265207940878135,52.6934357339516,25.434792059121868,26.289465294884796,79.53854389721627,24.917693087958266,34.88217592592593,NA,3.047514852919867,79.39032736025676,10.569380549682876
Marston,0.7223258501155496,6.515599207659293,16.98482172334104,4.052203697589964,4.287660944206009,6.665120501815781,16.341952789699572,4.663189171343678,69.72974579068999,9.091094420600857,2.66666666667,0.666666666667,55.63858696,0.4359734693877551,54.23584270925029,95.49828631733342,14.04867943215583,7.427898634,37.281895000000006,30.62087189526465,20.08590865,0.6581857366954524,0.3871344045182541,81.4279082129884,23.039383170453103,2.0202056098489654,3.6404112196979317,26.43109531666455,5.824863561365656,15.287054194694758,4.420205609848966,9.667876634090621,52.78931034482759,63.36164487879173,5.920205609848966,12.331095316664554,11.59171214621145,29.517603756821934,69.31397385455007,20.36321868257393,14.503629902271863,83.73920097964181,21.697398146972965,47.21413793103448,NA,2.2761644878791727,23.53873042319227,11.361485915492956
Montbello,18.793209543037506,11.778786930929567,65.77273295987716,28.987846560696106,14.251485767907413,6.586984957488554,8.637694429436687,7.5303949725595025,8.370731083117695,18.86879460858191,8,8,15.45556805,0.6992098214285715,48.660704315761116,83.70821859719761,54.27739926635767,8.388885003,32.702931636801544,32.552374707181784,19.28481342136791,0.7073442672130278,0.3405231880363033,78.51190428713859,21.666106756252333,3.024061216871967,4.237402015677492,33.31161627472938,3.9223068309070546,18.93143710339679,5.604322508398655,11.270541246733856,36.30253411306043,62.37076521089959,9.986472564389697,19.36348637551325,23.87779022023143,28.616954087346024,49.115259425158634,28.52488241881299,27.202515864128408,80.43146011748885,26.43799925345278,35.38187134502924,NA,2.904762971257932,110.47028982235744,11.540858024691357
Montclair,4.729713017282385,4.919930236245442,20.371729824005072,4.918836213730775,5.009418106865388,2.8,12.288409703504042,4.048913905184715,67.99602029491042,9.235864912002535,1.2,0.6,74.61928934,0.19208142493638677,52.28977470397949,99.26345456376423,83.01124147772317,8.084770025515239,32.03786540499828,31.11160285302804,19.957225329535525,0.6605235127923802,0.363909786,81.6,21,1.8,3.1,24.8,6,12.6,3.2,9.1,55.5,64.9,5,8.7,8.3,28.7,76.5,19.1,10.5,88.7,20.9,49.3,NA,2.1,52.41472806430007,8.777521739130435
North Capitol Hill,7.0238930774503086,11.986977381768334,16.397601096641534,2.009732693625771,10.328224811514735,1.0673337902673066,9.50135709389993,2.6209321453050034,70.92087731322823,7.091350239890336,0.75,0.25,100,0.6426859504132232,51.79046746311161,90.05068182100841,41.249883481836875,7.986250356411416,30.07086696745645,29.834370697541036,18.25950515614677,0.6412880166667411,0.3588282069639035,75.1379706229951,22.747799003322257,1.465406976744186,2.678612956810631,25.891818936877076,3.8176079734219273,15.578612956810632,2.978612956810631,9.352200996677741,50.14237288135594,59.435215946843854,4.548421926910299,10.32263289036545,9.283637873754152,23.84464285714286,69.44152823920267,19.209426910299005,11.640240863787376,82.22127659574468,17.518853820598007,45.54915254237289,NA,1.713205980066445,68.3729501863775,10.490101694915253
North Park Hill,25.506716288731173,8.818504414055738,12.101679072182792,5.059927297905487,4.9956205643067335,6.69091223818591,13.092591310368702,4.750839536091397,50.064999134498876,4.9090877618140905,1,0,17.4184261,0.3029284064665127,52.09186041569649,92.44908547592416,95.97609485892332,8.142217726,31.357999999999997,31.31519831853147,20.04799502508716,0.6635263641060088,0.3542555074540978,78.9256147346435,19.435934113567402,2.758495882097963,3.8754876462938883,28.332032943216298,6.133983528391851,13.275487646293888,3.950975292587777,9.958495882097962,48.509523809523806,68.20752058951018,7.758495882097962,10.801950585175552,12.350975292587776,29.677438231469445,70.50752058951018,22.641504117902038,14.616991764195923,88.1657971014493,27.57548764629389,45.16428571428572,NA,2.8584958820979622,68.28290496189143,10.720540145985401
Northeast Park Hill,33.680119880119875,16.931035631035634,32.866333666333674,13.348484848484848,17.06673326673327,4.660039960039961,12.506293706293706,6.519680319680319,25.784382284382286,7.375657675657676,1.66666666667,3.66666666667,6.75127798,0.7359606440071557,50.61922961975514,71.36941083933203,75.34485514485515,8.330717022727383,31.158774,31.958947955980133,20.176356621802533,0.67823169824771945,0.3437753400784814,76.7522342064715,20.84614809274495,3.9153328347045626,5.107629020194465,34.23836948391922,5.076888556469709,17.969184741959612,6.29222139117427,11.776888556469709,38.57692307692308,67.59222139117428,11.76910994764398,18.545998504113687,22.44592370979806,30.115258040388934,52.9002243829469,29.484517576664174,24.869035153328344,83.06824407291963,32.69207180254301,35.97692307692308,NA,3.576888556469708,158.03902038505097,12.861333333333334
Overland,0.7,11.4,15.6,7.3,4.2,6.7,6.2,3.7,73.5,8.8,0,0,26.58415842,0.48964980544747083,54.242838818027124,76.47201821418602,49.5,8.091136962986793,33.938159000000006,30.21537999596296,20.67412290797259,0.6497767852405331,0.40381360161423147,79.1,23.3,1.8,3.3,27,4.4,16.5,4.1,9.8,47.9,60.5,5.8,13.1,12.7,27,65.1,21.3,15.4,82.8,19.7,43,NA,2.1,26.406,13.187000000000001
Platt Park,0.7923030394677151,9.086662634205354,10.738484802661425,1.2794949342204747,0.739482836836534,9.356404052623622,10.010751549977318,2.132315136851656,75.64406472100409,4.697943444730077,0,0,77.26084684,0.35452320675105486,51.42445129161177,94.36044840207857,76.49535762891276,8.107532266134662,33.479375,30.235980468852603,20.59270405103792,0.6495780092802546,0.4009287481215972,84.4,22.2,1.3,2.4,24,5,13,2.6,9,56.3,62.099999999999994,3.7999999999999994,8,6.9,26,77.3,18.1,9.1,88.5,17.2,50.1,NA,1.7,6.597626090183707,6.779146608315098
Regis,1.5,17.4,25,6.1,8.5,6.1,12.9,4,66.4,2.7,0,0,4.44325482,0.26385140562249,53.649207430128136,88.98804087138379,81,8.207016199166848,31.315185000000003,27.53349924369944,19.984868524760955,0.6294892786144902,0.3381895096265046,77.4,24.2,2.2,4.1,26.7,5.2,17.5,4.8,10.2,47.2,62.5,6.7,13.4,14.3,29.1,64.5,21.2,17.3,82.1,21.8,41.5,NA,2.4,28.528,7.025
Rosedale,5.2,10.1,18.5,3.7,0.6,6.700000000000001,13.8,4.4,70.4,12.5,0,4,59.35529082,0.21848672566371682,51.90708092451096,91.66115072138406,84.8,8.041912088644876,34.438702,30.396181322149037,20.487042540619232,0.6520808460158114,0.39640125015921746,78,22.2,2.1,3.8,24.7,6.5,14,3.8,9.2,53.6,63.5,5,10.1,9.8,28.4,72.4,18.8,12.5,86.4,21.2,41.9,NA,2.3,50.778,7.359
Ruby Hill,2.3530665594208724,24.376533279710436,67.98795495676653,31.867021918359143,16.1372008847778,4.269555600241303,13.743334003619545,3.9773778403378244,22.352000804343454,16.83657751860044,0.5,1.5,55.01672241,0.511718954248366,51.60604160727793,80.96804783361597,91.70106575507742,8.148100057,33.609833702735486,29.99393993472266,20.98259026353549,0.6474960275525401,0.4150874633986489,77.28300804735917,21.187585133294416,3.1124148667055844,5.462346760070052,29.5748978400467,5.162482973341117,17.024965946682233,6.237380813387819,10,38.93207547169811,62.4497956800934,10.799591360186806,17.524829733411167,23.886904066939092,32.97462541350457,51.42564701303756,25.56221054679899,27.82442109359798,78.36953859610759,26.736972173574625,34.966037735849056,NA,3.249931893364468,136.40184623893808,11.293082191780822
Skyland,22.9,16.5,15.1,4.2,6.5,9.1,14.1,3,55.3,5.4,0,0,0,0.3868254716981132,51.546515504606475,80.40725263433747,88.5,8.126510141,30.682841,30.206099068335213,19.90642750072645,0.6471606598697851,0.35591934431205613,74.1,18.3,3.1,4.2,29.5,6.1000000000000005,13.299999999999999,3.9,10,NA,68.9,8.6,10.7,13.299999999999999,29.2,68.6,23.5,15.799999999999999,88.1,29.5,NA,NA,3.1999999999999997,68.312,13.487
Sloan Lake,1.511355128525081,13.221749438482654,19.28009732967307,7.255527826303968,10.116895432992264,7.812128774644372,13.042350885949588,3.3196531070626403,72.96593461442475,2.261991514849014,0,0,54.92303934,0.2662254335260116,51.544068878416034,94.61084693043792,81.50853506363863,8.218184756375793,31.470707,28.034718965172956,20.79494702294828,0.6330322805133731,0.40021944,78.72266734928964,21.848122866894197,2.404095563139932,4.364163822525597,25.86825938566553,6.1000000000000005,14.45631399317406,4.43617747440273,9.50409556313993,48.33793103448276,64.32798634812286,7.256313993174062,12.020477815699659,13.616723549488054,30.708191126279864,67.15870307167235,21.25631399317406,16.40477815699659,85.18550188961336,23.504436860068257,41.91379310344828,NA,2.732081911262798,75.30727962774466,13.867845878136201
South Park Hill,7.493069413153096,3.7528269498980804,10.552097414440512,2.2989056968136463,2.9043772127454135,6.10164145477953,16.202918141830274,5.499635232271216,72.20583628366056,3.8000000000000003,1,2,40.77466632,0.1407747572815534,53.31074943268698,98.96635291326602,91.20966634481279,8.072300471,31.517899000000003,31.06881352740009,19.97292248456352,0.6591568893962891,0.3597469391384579,82.04868852459016,21.338081169336032,2,3.5034053801897063,24.84489192971544,6.213621520758825,13.07275695848235,3.651702690094853,9.393189239620586,53.68936170212766,65.76532421085368,5.651702690094853,9.251702690094852,9.396594619810294,30.234053801897062,75.32043228113825,19.413621520758824,11.489783859430883,87.6296417921715,22.420432281138236,48.742553191489364,NA,2.251702690094853,28.522404958677686,7.651076335877863
Southmoor Park,3.312892561983471,8.868760330578512,6.33702479338843,1.8499173553719008,0.7249586776859505,2.330909090909091,10.736198347107438,2.443801652892562,82.71223140495867,4.443636363636363,0,0,6.33428688,0.35319713261648744,52.807734830471766,91.87256131423769,32.25322314049587,7.916229767195916,36.517583,31.027999571646784,20.023201784322243,0.6626900788726864,0.3775186276743388,83.2271676300578,21.703906457613606,1.7600584639914962,3.357454158915759,23.87467446186553,5.929524315705554,13.65455753388254,3.23343077331916,9.062662769067234,55.577777777777776,62.99638586234387,4.481477544512357,8.146744618655328,8.293489237310657,26.5671538665958,74.56136061652937,17.094791389848528,10.944140313579592,84.12863567266277,19.253840021259638,46.44444444444444,NA,2.060058463991496,550.8720781065089,7.127111111111111
Speer,1.15561675847104,6.726923718911701,8.970889667835086,2.742814221331998,2.430829577699883,1.942179936571524,10.301201802704057,2.333450175262894,83.81760974795526,6.39749624436655,2,1.66666666667,77.19205763,0.38997241379310343,52.413259528113194,98.16707339860781,75.14374895676849,8.143980457352749,31.20359650208754,29.797593055438742,20.465938591260706,0.6434208228991019,0.4031238429687896,78.85975592844265,23.113077525450276,1.3780344557556774,2.580207517619421,24.93778386844166,4.539350039154268,14.773159749412686,2.875861393891934,9.262255285826155,54.65555555555556,60.17926781519186,3.8978269381362565,9.309299138606109,8.096025841816758,24.213234142521536,72.53696162881754,18.49659357870008,10.660454189506657,85.40319103972949,16.73500391542678,46.27528735632184,NA,1.7411902897415819,44.813598469292515,9.35298224852071
Sun Valley,40.3,73.4,44.6,34,71.3,13.7,4.6,31,7.8,6,0,0,0,0.736541095890411,50.99845241507432,31.49851355240876,98.3,8.430273758,31.10684588491555,28.899159972491244,22.714523163497823,0.6381450429171848,0.4702137761553067,75,30.1,4,5.9,37.4,3.1,30.4,10.1,15.3,25.9,62.7,15.3,32.4,41.5,30.300000000000004,27.9,34.2,44.8,65.1,30,22.199999999999996,NA,3.6000000000000005,241.251,13.71
Sunnyside,4.917479168662005,16.760080452063978,41.21346614308975,15.967455224595346,13.75968776937075,4.343041854228522,13.047150656067425,4.351096638253042,47.64470836126808,4.397825878747247,4,2.5,20.67095219,0.4748589211618257,53.56102881287084,86.13061464236951,88.514998563356,7.916494825403783,30.19153700677018,23.33391808664549,18.12203412,0.6054780709555113,0.3071714612251823,75.63201790073231,21.896720236143,2.3746802230239425,4.1595605116431615,27.781239750737946,4.7664808133814365,16.115119711380782,4.5256805510003275,9.7983601180715,42.48395989974937,62.10400131190554,8.364480157428664,14.403279763857002,17.691439816333222,29.67012135126271,59.87012135126271,24.08287963266645,20.881239750737947,83.00925742981806,22.849721220072155,38.08571428571429,NA,2.7746802230239425,104.66094162962963,8.91359090909091
Union Station,0.613363467779323,7.595004636068614,9.35362772369031,1.6055632823365784,2.0002781641168292,0.036080203987019006,16.281328233657856,2.5528048215113586,79.50792767732963,5.029705609643023,1.75,1,100,0.6561463414634147,53.25091376021917,84.71084622774674,17.78157162726008,8.016986624173496,30.109816943245953,29.161873869272465,18.67912874059552,0.6385190458666917,0.36121320686893943,78.9,21,1.9,3.7,24.1,5.9,13,3.4,8.8,54,63.9,5.8,8.8,9.1,29.9,73,18.4,11.6,85.5,21.8,47.9,NA,2.2,46.60007721652196,6.757000000000001
University,3.8114089901229593,8.364261237653698,10.207276758718,1.5326547067123564,1.7942955049385205,3.751279983874219,8.910884902237452,6.136786938117315,76.8720016125781,7.929046563192904,3,2,40.39453037,0.25015822784810127,52.82008538311337,94.89861739026736,86.22432977222334,8.051829632336949,34.31888434009202,30.488519191797455,20.38472762,0.6530649303135575,0.39208360517624674,82.9192164377728,25.398803929944467,1.191072191371209,2.1095258436565567,24.5630926954293,3.2916702263989746,18.46189662537377,2.7910721913712084,10.117855617257584,52.3282700421941,58.574412644169165,3.1732165741136265,9.099401964972234,8.20892780862879,20.811319948739857,71.12024775736865,16.254762921828277,10.990474156343444,78.76446288325863,13.601794105083298,44.95232067510549,NA,1.3547629218282786,37.30968106995884,10.381908745247149
University Hills,4.037972972972972,6.290810810810811,9.655405405405405,7.438648648648649,3.8891891891891888,7.952027027027027,14.95472972972973,6.082432432432433,78.10486486486487,6.065540540540541,0.6,0.4,75.17440462,0.2803293768545994,54.875239541244035,93.58210820172772,78.61648648648648,8.019569614109942,35.107535000000006,30.83888803304663,20.147247722618314,0.6585473217517777,0.3814780900721927,78.58920243325447,22.090922224897664,2.3776787864194557,4.432217673970624,25.64546111244883,7.117336864916928,14.122321213580545,4.8008186852877435,9.407440404526847,53.16081081081081,64.68013484228268,6.016518179629183,12.022321213580545,11.75535757283891,30.918155550204666,70.26860101131712,19.79174091018541,14.517336864916928,85.87845710431104,23.75037322417529,43.4081081081081,NA,2.5776787864194555,35.910488397790054,9.66292602739726
University Park,4.506044815007817,13.631318394997395,13.156852527358,1.5389786347055758,2.9508077123501826,2.8622980719124542,13.614382490880667,3.8610213652944236,71.79684731631058,3.006383533090151,0.5,0,38.49860982,0.2002943143812709,53.89524847736053,98.53324117069253,60.75779051589369,8.059686404649467,34.267157613338064,30.619590494039144,20.269567363991023,0.6547217672866866,0.3868641495650429,80.65978835978837,23.00868195343952,1.9595659023280239,3.678697706984072,24.62130229301593,5.774356730264309,15.534325223175216,3.9191318046560477,9.702170488359881,52.37625899280576,63.28480658148083,5.136093120952214,9.60217048835988,10.063906879047785,27.84003150708909,71.15699282338527,18.114790827936286,12.806511465079645,80.3849526969466,20.465674776824788,42.72841726618705,NA,2.2191318046560475,19.144129626662394,7.858506756756756
Valverde,0,29.8,79.1,28.6,34.7,7.5,17.1,3,19.1,19.4,2,4.5,0,0.7333145539906103,50.48764172944948,72.46752553566195,88.7,8.332397486121698,31.860675937554497,29.464648614416607,22.11666963300405,0.6420427411690305,0.4527733584873138,72.2,22.2,2.7,4.5,30.3,4,18.5,5.4,10.3,36.5,60,9.8,18.5,24.5,30.2,48.8,26.7,28.6,77.9,23.7,33.3,NA,2.9,109.53599999999999,11.945
Villa Park,2.7449712157128343,24.421830906422848,68.43761146856303,27.722485607856417,22.09264025285021,6.829190653572638,8.45805395642849,9.11545321142341,26.501309402867143,18.266802122135683,0.5,0.25,0,0.48782470119521915,51.96178587802881,88.35245786596785,86.51038491929111,8.312515793017976,32.167604000000004,29.01215096164616,21.863202861649228,0.6395698849324545,0.4432101953887611,77.22398467432951,22.88498982047011,2.859207847492134,4.866574125485841,30.25156394595595,4.2444752915047195,18.858930223949656,5.988672959466963,10.566574125485841,35.68666666666666,60.33710901351102,10.544197667962244,19.166018878400887,25.68811771238201,30.725781972977973,48.19742735517305,27.82918748843235,28.83259300388673,78.99868488075946,24.810771793448087,32.86666666666667,NA,3.107366277993707,162.89834632862951,6.40008717948718
Virginia Village,8.045058784010749,7.260094054417198,18.232683909976487,6.066153846153847,6.819247564662412,5.615505542492442,12.80675848169298,3.7541551897883774,66.2762311051394,9.811488075243533,2,1,33.71180264,0.30198097251585626,53.8728945183966,95.55745023543844,85.72659052737656,8.088248510241598,33.80652295719896,30.834976789882532,20.11365109072772,0.6575769917268429,0.37869176473368293,76.31323841903952,22.188395761200294,2.420407092645053,4.373717343405729,26.76150456405414,6.167201762669184,15.161231770013641,4.861924247193369,9.764442346028748,50.017223198594024,64.25509390410241,6.708435631098522,12.747361242262091,13.238967579477496,30.119693631308362,66.60338894134928,21.31814080369321,15.98413597733711,83.84625413504574,24.092141433217922,42.399297012302284,NA,2.5744832651348233,50.58935361953678,9.063344186046512
Washington Park,0.8900575184880856,4.099808271706381,6.954875376609148,1.9101342098055327,0.26003834565872364,4.84531635168447,18.533648315529994,3.9252396603670223,89.1500958641468,3.435182141878937,2,2,2.71629779,0.12460790273556231,53.7368679386909,96.95087391358886,80.96539304300192,8.119525026,32.461218,30.20770338933205,20.40330410063916,0.6483671930618573,0.39479946053386866,84.46581395348838,21.232390431290376,1.835969966823817,3.507909900471451,23.41657063034748,6.759699668238171,12.160450497642744,3.492090099528549,8.892090099528549,56.815151515151506,65.18342936965253,4.964030033176183,8.372690763052208,8.204330364938013,30.459699668238173,77.25103893836214,18.160450497642742,10.33239043129038,88.11366978868332,21.487759734590536,49.75827505827507,NA,2.171939933647634,21.895662445954294,6.821884318766066
Washington Park West,0.8163234895692225,8.236724464914657,7.530601463018153,1.5040774857762123,2.2387699810349497,5.4326605256028175,8.49593606068816,4.326537523706313,83.49798157680846,4.718355459225142,1,0.666666666667,92.18858331,0.371411149825784,53.75750865973654,94.59723266477675,82.33474668111623,8.145050994653836,32.326153000000005,30.03181506232589,20.64819483326208,0.6465756328629731,0.4047636503376824,83.58606410785528,22.460429394309653,1.3,2.458142782335486,24.302286611974164,4.748856694012916,13.527858264967708,2.741857217664514,9.025571652993541,55.42723214285714,61.0721417350323,3.858142782335486,8.686001047303193,7.33485774131611,25.430284517367777,75.54428347006457,18.33485774131611,9.618572176645138,87.82252531268612,16.96514225868389,50.26517857142858,NA,1.6581427823354862,65.97497837357429,7.246726840855106
Washington Virginia Vale,17.910544839255497,12.815587140439932,15.667174280879866,5.1666328257191205,13.711851099830795,5.4758714043993235,12.98673434856176,6.592074450084603,54.79107952622673,7.3252521150592225,1.25,0.75,77.29632137,0.46276470588235297,53.57573070166246,91.39841267601336,76.56774280879864,8.101514381,33.185918,30.931790124685776,20.042606725113476,0.6586398309535193,0.37396776017117817,79.65802951388889,21.919540992305652,2.6312284425577075,4.628933404085965,27.468851154152294,6.470708410719023,15.31644998673388,5.098010082249934,9.938418678694614,50.08397863818425,65.48010082249934,7.101140886176704,12.687198195807905,13.457375961793579,30.575510745555853,66.18449190766782,21.236163438577872,16.364566197930486,82.90849225813537,25.308808702573625,42.73297730307076,NA,2.7260679225258686,54.00721631166538,12.783127659574468
Wellshire,0,2.6,16,2,2.9,3.6,25.1,1,82.4,2.9,0,0,39.20171062,0.25421719457013575,52.89645122445148,99.52920527932872,94.1,7.986588895825372,35.28739260096929,30.725063193994963,20.224963225563332,0.6569031397587751,0.38532864441214953,83.5,19.8,2.6,5.1,22.9,9.3,11.2,4.5,8.8,56.9,69.7,6.4,8.7,10,35,77,18.1,12.5,88.19999999999999,26.9,48.4,NA,2.9,38.548,6.015
West Colfax,5.477729636048527,11.039861351819757,35.81332563065666,7.2280955131908335,13.589919121894859,3.9550933949547464,10.263768534565761,4.150327363758906,55.40834777585211,4.125505488157135,5,2,0.22093023,0.5193503401360544,51.21200779829315,83.36902013003258,64.13069516657039,8.285053557390416,31.754841,28.635189906101974,21.57050203244922,0.6369748311045453,0.4324570892080641,76.06657894736841,22.336508800580656,2.608927599346761,4.608727998548358,28.382144801306477,4.726782798040284,17.354962801669387,5.181545998911268,10.163690800217747,41.55958083832335,62.22658319724187,9.054363999274178,15.427381600435494,19.909127200145168,29.917256396298313,55.83551079658864,25.100399201596804,23.136508800580653,80.32263038994205,24.02638359644348,36.94550898203593,NA,2.863491199419343,199.22026395696352,11.851975460122699
West Highland,0.4119089316987741,5.7535901926444835,8.550262697022767,1.1514886164623468,2.8672504378283716,5.587215411558669,9.227670753064798,2.963397548161121,83.03187390542908,4.781260945709282,2,1,62.78792015,0.34126436781609193,51.90788791372356,96.44429738494465,74.31908931698774,8.172097800415719,31.177294644064922,27.22194094765028,20.151742584746987,0.6275549383185737,0.3653458073108557,79.25481633979845,22.009978249048395,1.754989124524198,3.2099782490483957,25.219956498096792,5.545010875475802,13.729934747145187,3.364967373572594,9.100000000000001,52.94017857142857,63.01507612833062,5.254989124524197,10.159869494290374,9.539912996193584,27.990021750951605,72.73525013594345,19.829934747145188,12.159869494290374,87.33043423178032,20.064967373572593,46.89241071428571,NA,2.154989124524198,16.4628,8.084305494505495
Westwood,2.8017556693489394,28.654926565753193,82.3080693264307,38.30513758370378,14.704833717854932,9.575308086207865,5.894823026278768,3.254769005683417,12.602295875302458,27.86426199988746,0.272727272727,0.363636363636,14.06015038,0.5676186046511628,52.81684932534553,84.95544482236512,80.76844859602724,8.217775941060733,33.589926,29.68545015281135,21.33046847613739,0.6451457404868958,0.42640970324952815,75.27450660872714,22.88402042595591,2.8515879935234776,4.894793872213228,31.155934736579898,3.837389463195915,19.70311371279113,5.947178976211235,10.651463445011832,34.07722772277228,59.42411259185453,10.786648399551625,20.394544775189935,27.50125793996762,30.545945945945945,44.31048698468053,27.949458213974346,31.44758998629966,76.31592637296319,24.552621746170132,31.47821782178218,NA,3.0678664839955165,64.43130642524834,9.422176296296296
Whittier,14.600000000000001,11.5,22.1,6.4,20.6,9.2,6.5,2.3,56,7.300000000000001,0,0,13.79602201,0.3888783068783069,50.20584734495696,97.2248695013258,88.9,8.091089441780879,30.28606674222072,29.603309308886157,19.227619754591824,0.6412867483701118,0.35477823653713364,74.8,21.3,2.1,2.9,28.7,4.3,15.3,3.5,10.1,46.2,63.3,6.2,12.1,12.2,25.4,67.2,22.3,14.8,86.2,21.9,40.7,NA,2.2,99.159,12.01
Windsor,17.088294198895028,16.34792817679558,23.525835635359115,8.016671270718232,10.077023480662985,3.777161602209945,27.43578729281768,6.101312154696132,50.119053867403316,16.26188535911602,2,2,20.38015857,0.3100519480519481,53.47339790716129,96.12926480531712,52.73511049723757,8.123717624812588,33.626769205985255,31.298263516521047,19.931942958317823,0.6660432312521992,0.3673634907704644,77.22347483182556,20.261599903182866,3.7617572310298923,6.788236717899068,26.621360280769697,9.248093912622535,14.141764492315138,6.6172697567469445,9.804296260438097,50.10938477580814,70.13276049860825,9.227483964661745,12.222207430715235,16.51023841219896,34.532796805034494,65.0360401791117,21.42232845213603,19.765956674331356,82.47466439707533,31.991831054096576,40.96715328467153,NA,3.832966235023599,66.96144149952244,10.993929411764706
